id1	id2	tag	tag_counts	selfpairs
YER018C	YER181C	YER018C_YER181C	1	0
YDR315C	YGR246C	YDR315C_YGR246C	1	0
YDL134C	YHR148W	YDL134C_YHR148W	1	0
YEL030W	YLL021W	YEL030W_YLL021W	1	0
YNL189W	YPR110C	YNL189W_YPR110C	1	0
YDL089W	YDR150W	YDL089W_YDR150W	1	0
YER177W	YML064C	YER177W_YML064C	1	0
YER079W	YIL092W	YER079W_YIL092W	1	0
YJR068W	YNL189W	YJR068W_YNL189W	1	0
YLR153C	YLR295C	YLR153C_YLR295C	1	0
YER148W	YPL140C	YER148W_YPL140C	1	0
YML032C	YMR092C	YML032C_YMR092C	1	0
YER003C	YNL087W	YER003C_YNL087W	1	0
YHR170W	YKL130C	YHR170W_YKL130C	1	0
YGL055W	YPL259C	YGL055W_YPL259C	1	0
YIL118W	YJL041W	YIL118W_YJL041W	1	0
YFL028C	YGR088W	YFL028C_YGR088W	1	0
YNL030W	YPR119W	YNL030W_YPR119W	1	0
YER081W	YMR097C	YER081W_YMR097C	1	0
YEL002C	YJR082C	YEL002C_YJR082C	1	0
YOR362C	YPL253C	YOR362C_YPL253C	1	0
YCR057C	YDR152W	YCR057C_YDR152W	1	0
YER122C	YPR120C	YER122C_YPR120C	1	0
YER022W	YKR032W	YER022W_YKR032W	1	0
YJL191W	YNL135C	YJL191W_YNL135C	1	0
YLR264W	YML064C	YLR264W_YML064C	1	0
YHR064C	YLR310C	YHR064C_YLR310C	1	0
YPL055C	YPL093W	YPL055C_YPL093W	1	0
YJL157C	YKL114C	YJL157C_YKL114C	1	0
YOR028C	YOR160W	YOR028C_YOR160W	1	0
YDL030W	YIL098C	YDL030W_YIL098C	1	0
YPR045C	YPR164W	YPR045C_YPR164W	1	0
YDL001W	YGL003C	YDL001W_YGL003C	1	0
YER179W	YKR034W	YER179W_YKR034W	1	0
YDL041W	YPL204W	YDL041W_YPL204W	1	0
YHR061C	YPL237W	YHR061C_YPL237W	1	0
YJR091C	YOR128C	YJR091C_YOR128C	1	0
YJL013C	YKL139W	YJL013C_YKL139W	1	0
YDR023W	YDR212W	YDR023W_YDR212W	1	0
YDR335W	YKR026C	YDR335W_YKR026C	1	0
YDR159W	YKR093W	YDR159W_YKR093W	1	0
YGR119C	YOR061W	YGR119C_YOR061W	1	0
YBR099C	YBR217W	YBR099C_YBR217W	1	0
YGR040W	YPR086W	YGR040W_YPR086W	1	0
YMR290C	YPL059W	YMR290C_YPL059W	1	0
YCL026C-A	YPR086W	YCL026C-A_YPR086W	1	0
YLR295C	YLR453C	YLR295C_YLR453C	1	0
YDR427W	YHR118C	YDR427W_YHR118C	1	0
YDL043C	YLR291C	YDL043C_YLR291C	1	0
YCL043C	YER019W	YCL043C_YER019W	1	0
YGL022W	YLR453C	YGL022W_YLR453C	1	0
YER022W	YOR086C	YER022W_YOR086C	1	0
YCR021C	YLR295C	YCR021C_YLR295C	1	0
YDL030W	YHR033W	YDL030W_YHR033W	1	0
YHR183W	YJL173C	YHR183W_YJL173C	1	0
YKL081W	YML103C	YKL081W_YML103C	1	0
YBR045C	YCL032W	YBR045C_YCL032W	1	0
YGR274C	YIR006C	YGR274C_YIR006C	1	0
YBL039C	YLR262C	YBL039C_YLR262C	1	0
YDR073W	YOR140W	YDR073W_YOR140W	1	0
YDL121C	YDR264C	YDL121C_YDR264C	1	0
YLR268W	YPR028W	YLR268W_YPR028W	1	0
YJR091C	YPR086W	YJR091C_YPR086W	1	0
YLR454W	YNL157W	YLR454W_YNL157W	1	0
YDL153C	YJR113C	YDL153C_YJR113C	1	0
YFR008W	YNR028W	YFR008W_YNR028W	1	0
YDR500C	YKL090W	YDR500C_YKL090W	1	0
YBR175W	YKR060W	YBR175W_YKR060W	1	0
YDL134C	YOR158W	YDL134C_YOR158W	1	0
YDR138W	YHR061C	YDR138W_YHR061C	1	0
YBR109C	YLR119W	YBR109C_YLR119W	1	0
YDR142C	YER118C	YDR142C_YER118C	1	0
YHR135C	YLR141W	YHR135C_YLR141W	1	0
YER044C	YGR040W	YER044C_YGR040W	1	0
YJR076C	YLR074C	YJR076C_YLR074C	1	0
YBR077C	YOR319W	YBR077C_YOR319W	1	0
YER125W	YLL054C	YER125W_YLL054C	1	0
YDR022C	YML108W	YDR022C_YML108W	1	0
YGL240W	YNL094W	YGL240W_YNL094W	1	0
YKL203C	YPL037C	YKL203C_YPL037C	1	0
YJR091C	YLR233C	YJR091C_YLR233C	1	0
YLR447C	YMR224C	YLR447C_YMR224C	1	0
YLR379W	YLR386W	YLR379W_YLR386W	1	0
YEL032W	YOL108C	YEL032W_YOL108C	1	0
YLR113W	YMR047C	YLR113W_YMR047C	1	0
YJR100C	YOR121C	YJR100C_YOR121C	1	0
YLR310C	YLR447C	YLR310C_YLR447C	1	0
YDR280W	YJR091C	YDR280W_YJR091C	1	0
YBR154C	YER064C	YBR154C_YER064C	1	0
YGR072W	YJL002C	YGR072W_YJL002C	1	0
YER012W	YGL024W	YER012W_YGL024W	1	0
YDR176W	YLR284C	YDR176W_YLR284C	1	0
YIL035C	YKL085W	YIL035C_YKL085W	1	0
YKL197C	YPL032C	YKL197C_YPL032C	1	0
YHL036W	YOR242C	YHL036W_YOR242C	1	0
YDL081C	YMR047C	YDL081C_YMR047C	1	0
YBL014C	YER112W	YBL014C_YER112W	1	0
YCL027W	YPL136W	YCL027W_YPL136W	1	0
YIL038C	YKL085W	YIL038C_YKL085W	1	0
YDR192C	YLR224W	YDR192C_YLR224W	1	0
YKR082W	YML056C	YKR082W_YML056C	1	0
YDL013W	YPL022W	YDL013W_YPL022W	1	0
YGL022W	YOR123C	YGL022W_YOR123C	1	0
YDR388W	YOR319W	YDR388W_YOR319W	1	0
YDR212W	YLR005W	YDR212W_YLR005W	1	0
YER144C	YJR022W	YER144C_YJR022W	1	0
YGL122C	YGL223C	YGL122C_YGL223C	1	0
YDR473C	YGR172C	YDR473C_YGR172C	1	0
YDR288W	YIL022W	YDR288W_YIL022W	1	0
YER022W	YNL309W	YER022W_YNL309W	1	0
YGL117W	YJL124C	YGL117W_YJL124C	1	0
YLR002C	YOR213C	YLR002C_YOR213C	1	0
YDR195W	YPL237W	YDR195W_YPL237W	1	0
YDR143C	YPR135W	YDR143C_YPR135W	1	0
YDL045C	YGR252W	YDL045C_YGR252W	1	0
YER018C	YNL323W	YER018C_YNL323W	1	0
YGR063C	YNL228W	YGR063C_YNL228W	1	0
YBL026W	YJR060W	YBL026W_YJR060W	1	0
YHR161C	YMR167W	YHR161C_YMR167W	1	0
YMR203W	YOR005C	YMR203W_YOR005C	1	0
YER009W	YJL215C	YER009W_YJL215C	1	0
YDR327W	YGL086W	YDR327W_YGL086W	1	0
YDR173C	YNR050C	YDR173C_YNR050C	1	0
YDR273W	YJR091C	YDR273W_YJR091C	1	0
YDR075W	YGR221C	YDR075W_YGR221C	1	0
YLR438C-A	YNL138W	YLR438C-A_YNL138W	1	0
YDR490C	YMR145C	YDR490C_YMR145C	1	0
YBR270C	YCL027W	YBR270C_YCL027W	1	0
YNR075W	YOR110W	YNR075W_YOR110W	1	0
YJR091C	YNR032W	YJR091C_YNR032W	1	0
YEL017W	YGR024C	YEL017W_YGR024C	1	0
YBL084C	YJR063W	YBL084C_YJR063W	1	0
YDR225W	YKL145W	YDR225W_YKL145W	1	0
YHR168W	YLR228C	YHR168W_YLR228C	1	0
YOL102C	YPL204W	YOL102C_YPL204W	1	0
YDR308C	YIL128W	YDR308C_YIL128W	1	0
YIL108W	YMR167W	YIL108W_YMR167W	1	0
YLR190W	YPL161C	YLR190W_YPL161C	1	0
YJL151C	YLR196W	YJL151C_YLR196W	1	0
YDR103W	YOR007C	YDR103W_YOR007C	1	0
YBL050W	YJR091C	YBL050W_YJR091C	1	0
YGL037C	YHR016C	YGL037C_YHR016C	1	0
YMR287C	YNL182C	YMR287C_YNL182C	1	0
YDL030W	YLR074C	YDL030W_YLR074C	1	0
YJR065C	YPR115W	YJR065C_YPR115W	1	0
YGR181W	YKL002W	YGR181W_YKL002W	1	0
YKR034W	YMR083W	YKR034W_YMR083W	1	0
YDL127W	YDR037W	YDL127W_YDR037W	1	0
YDR394W	YJR070C	YDR394W_YJR070C	1	0
YBR170C	YGL169W	YBR170C_YGL169W	1	0
YLR295C	YNL061W	YLR295C_YNL061W	1	0
YLR288C	YMR201C	YLR288C_YMR201C	1	0
YHR158C	YPL124W	YHR158C_YPL124W	1	0
YEL030W	YER032W	YEL030W_YER032W	1	0
YDL100C	YGL003C	YDL100C_YGL003C	1	0
YBR198C	YML112W	YBR198C_YML112W	1	0
YFL039C	YJR020W	YFL039C_YJR020W	1	0
YGL181W	YJL079C	YGL181W_YJL079C	1	0
YER112W	YGL263W	YER112W_YGL263W	1	0
YCR093W	YOR159C	YCR093W_YOR159C	1	0
YDR216W	YLR254C	YDR216W_YLR254C	1	0
YGL170C	YLR196W	YGL170C_YLR196W	1	0
YNL292W	YPL115C	YNL292W_YPL115C	1	0
YDR034C	YHL007C	YDR034C_YHL007C	1	0
YDL017W	YGL092W	YDL017W_YGL092W	1	0
YBL079W	YNL031C	YBL079W_YNL031C	1	0
YIL104C	YML109W	YIL104C_YML109W	1	0
YER012W	YPL124W	YER012W_YPL124W	1	0
YIL068C	YMR080C	YIL068C_YMR080C	1	0
YGL172W	YLR423C	YGL172W_YLR423C	1	0
YLR453C	YOL077C	YLR453C_YOL077C	1	0
YLR233C	YOL102C	YLR233C_YOL102C	1	0
YLR440C	YPR086W	YLR440C_YPR086W	1	0
YLR335W	YPL256C	YLR335W_YPL256C	1	0
YHR107C	YNR071C	YHR107C_YNR071C	1	0
YAL032C	YJL199C	YAL032C_YJL199C	1	0
YLR026C	YOR046C	YLR026C_YOR046C	1	0
YER064C	YNL031C	YER064C_YNL031C	1	0
YBR128C	YDL017W	YBR128C_YDL017W	1	0
YJR068W	YLR459W	YJR068W_YLR459W	1	0
YDL020C	YFL008W	YDL020C_YFL008W	1	0
YJL174W	YNL147W	YJL174W_YNL147W	1	0
YLL024C	YNL312W	YLL024C_YNL312W	1	0
YGR103W	YLR305C	YGR103W_YLR305C	1	0
YBR050C	YDL224C	YBR050C_YDL224C	1	0
YHR114W	YJR091C	YHR114W_YJR091C	1	0
YNL244C	YOL115W	YNL244C_YOL115W	1	0
YMR080C	YNL180C	YMR080C_YNL180C	1	0
YKL109W	YPL064C	YKL109W_YPL064C	1	0
YHR030C	YPL129W	YHR030C_YPL129W	1	0
YDL159W	YOL112W	YDL159W_YOL112W	1	0
YCL032W	YMR273C	YCL032W_YMR273C	1	0
YBL065W	YMR047C	YBL065W_YMR047C	1	0
YKR036C	YNR040W	YKR036C_YNR040W	1	0
YGR240C	YNL236W	YGR240C_YNL236W	1	0
YER165W	YIL028W	YER165W_YIL028W	1	0
YKR028W	YNL002C	YKR028W_YNL002C	1	0
YLR438C-A	YOL083W	YLR438C-A_YOL083W	1	0
YDR188W	YKL160W	YDR188W_YKL160W	1	0
YKL081W	YPR023C	YKL081W_YPR023C	1	0
YGL096W	YOR206W	YGL096W_YOR206W	1	0
YBR109C	YMR139W	YBR109C_YMR139W	1	0
YGL057C	YGL086W	YGL057C_YGL086W	1	0
YJR091C	YNL212W	YJR091C_YNL212W	1	0
YDL133W	YER149C	YDL133W_YER149C	1	0
YDL088C	YPL016W	YDL088C_YPL016W	1	0
YBR217W	YMR092C	YBR217W_YMR092C	1	0
YFL039C	YLR078C	YFL039C_YLR078C	1	0
YLR045C	YML105C	YLR045C_YML105C	1	0
YFR049W	YMR017W	YFR049W_YMR017W	1	0
YLR233C	YML064C	YLR233C_YML064C	1	0
YGR207C	YMR159C	YGR207C_YMR159C	1	0
YIL040W	YOR332W	YIL040W_YOR332W	1	0
YER133W	YPR073C	YER133W_YPR073C	1	0
YGL147C	YLR455W	YGL147C_YLR455W	1	0
YER063W	YOR080W	YER063W_YOR080W	1	0
YJR063W	YPL043W	YJR063W_YPL043W	1	0
YER124C	YMR071C	YER124C_YMR071C	1	0
YDR398W	YER133W	YDR398W_YER133W	1	0
YBL061C	YIL034C	YBL061C_YIL034C	1	0
YER022W	YHR107C	YER022W_YHR107C	1	0
YBR027C	YPR046W	YBR027C_YPR046W	1	0
YGL127C	YHR204W	YGL127C_YHR204W	1	0
YFL008W	YKL130C	YFL008W_YKL130C	1	0
YKL101W	YOR098C	YKL101W_YOR098C	1	0
YLR050C	YMR308C	YLR050C_YMR308C	1	0
YLR295C	YPL031C	YLR295C_YPL031C	1	0
YJL044C	YPL153C	YJL044C_YPL153C	1	0
YBL007C	YNL161W	YBL007C_YNL161W	1	0
YLR453C	YNL025C	YLR453C_YNL025C	1	0
YPR048W	YPR086W	YPR048W_YPR086W	1	0
YAR047C	YLR304C	YAR047C_YLR304C	1	0
YLR443W	YNR058W	YLR443W_YNR058W	1	0
YFL022C	YFL040W	YFL022C_YFL040W	1	0
YGL130W	YGL172W	YGL130W_YGL172W	1	0
YDR225W	YLR215C	YDR225W_YLR215C	1	0
YCL032W	YHR130C	YCL032W_YHR130C	1	0
YGL050W	YNR028W	YGL050W_YNR028W	1	0
YAL012W	YNL132W	YAL012W_YNL132W	1	0
YHR005C-A	YMR012W	YHR005C-A_YMR012W	1	0
YNL201C	YOR096W	YNL201C_YOR096W	1	0
YDR373W	YNL298W	YDR373W_YNL298W	1	0
YDL029W	YOL044W	YDL029W_YOL044W	1	0
YDL065C	YMR294W	YDL065C_YMR294W	1	0
YLR287C	YMR080C	YLR287C_YMR080C	1	0
YLR127C	YOR140W	YLR127C_YOR140W	1	0
YBL026W	YJR141W	YBL026W_YJR141W	1	0
YEL017W	YPL161C	YEL017W_YPL161C	1	0
YDR388W	YFR021W	YDR388W_YFR021W	1	0
YAL038W	YGL240W	YAL038W_YGL240W	1	0
YML104C	YNL147W	YML104C_YNL147W	1	0
YDR032C	YJL070C	YDR032C_YJL070C	1	0
YDL078C	YPL259C	YDL078C_YPL259C	1	0
YGR108W	YPR154W	YGR108W_YPR154W	1	0
YER146W	YLR293C	YER146W_YLR293C	1	0
YGR119C	YPR181C	YGR119C_YPR181C	1	0
YOL065C	YPL070W	YOL065C_YPL070W	1	0
YHL035C	YJL039C	YHL035C_YJL039C	1	0
YDL059C	YDL132W	YDL059C_YDL132W	1	0
YNL258C	YPL022W	YNL258C_YPL022W	1	0
YFL039C	YLR423C	YFL039C_YLR423C	1	0
YBL076C	YGL079W	YBL076C_YGL079W	1	0
YGR162W	YJL208C	YGR162W_YJL208C	1	0
YLL026W	YPL204W	YLL026W_YPL204W	1	0
YLR352W	YNL287W	YLR352W_YNL287W	1	0
YDL013W	YGR249W	YDL013W_YGR249W	1	0
YIR008C	YNL298W	YIR008C_YNL298W	1	0
YGR192C	YPL050C	YGR192C_YPL050C	1	0
YJR091C	YLR074C	YJR091C_YLR074C	1	0
YGL137W	YOR379C	YGL137W_YOR379C	1	0
YDL186W	YDR211W	YDL186W_YDR211W	1	0
YJR090C	YLR183C	YJR090C_YLR183C	1	0
YBL042C	YMR055C	YBL042C_YMR055C	1	0
YDL138W	YLR273C	YDL138W_YLR273C	1	0
YGR119C	YPR086W	YGR119C_YPR086W	1	0
YJL089W	YOR057W	YJL089W_YOR057W	1	0
YDR084C	YJL096W	YDR084C_YJL096W	1	0
YDR167W	YNL140C	YDR167W_YNL140C	1	0
YER171W	YOL004W	YER171W_YOL004W	1	0
YHR016C	YOR299W	YHR016C_YOR299W	1	0
YFR049W	YOR080W	YFR049W_YOR080W	1	0
YDL059C	YMR088C	YDL059C_YMR088C	1	0
YBL050W	YPR029C	YBL050W_YPR029C	1	0
YER022W	YOR038C	YER022W_YOR038C	1	0
YJR023C	YOL070C	YJR023C_YOL070C	1	0
YER142C	YNL161W	YER142C_YNL161W	1	0
YDR167W	YLR192C	YDR167W_YLR192C	1	0
YER112W	YKL055C	YER112W_YKL055C	1	0
YHR114W	YNL003C	YHR114W_YNL003C	1	0
YDR201W	YGL092W	YDR201W_YGL092W	1	0
YBR152W	YOR350C	YBR152W_YOR350C	1	0
YDL101C	YDR216W	YDL101C_YDR216W	1	0
YDL098C	YDL153C	YDL098C_YDL153C	1	0
YDL239C	YJR035W	YDL239C_YJR035W	1	0
YLR222C	YPR086W	YLR222C_YPR086W	1	0
YDR378C	YMR211W	YDR378C_YMR211W	1	0
YLR314C	YOR355W	YLR314C_YOR355W	1	0
YHR152W	YOR028C	YHR152W_YOR028C	1	0
YLR040C	YPL213W	YLR040C_YPL213W	1	0
YGL127C	YOR292C	YGL127C_YOR292C	1	0
YER086W	YGR172C	YER086W_YGR172C	1	0
YOR157C	YOR329C	YOR157C_YOR329C	1	0
YGL037C	YPL124W	YGL037C_YPL124W	1	0
YDR075W	YGL236C	YDR075W_YGL236C	1	0
YJR091C	YLR216C	YJR091C_YLR216C	1	0
YDR225W	YER114C	YDR225W_YER114C	1	0
YGR134W	YLR288C	YGR134W_YLR288C	1	0
YGL161C	YOR355W	YGL161C_YOR355W	1	0
YAL032C	YGR195W	YAL032C_YGR195W	1	0
YEL032W	YIR034C	YEL032W_YIR034C	1	0
YBL078C	YLR386W	YBL078C_YLR386W	1	0
YOR010C	YPR178W	YOR010C_YPR178W	1	0
YDL239C	YDR099W	YDL239C_YDR099W	1	0
YJR068W	YNL147W	YJR068W_YNL147W	1	0
YDL134C	YDR212W	YDL134C_YDR212W	1	0
YLR288C	YLR335W	YLR288C_YLR335W	1	0
YLR208W	YNL092W	YLR208W_YNL092W	1	0
YER111C	YFR028C	YER111C_YFR028C	1	0
YNL092W	YPL161C	YNL092W_YPL161C	1	0
YDL013W	YHR018C	YDL013W_YHR018C	1	0
YHR172W	YKR055W	YHR172W_YKR055W	1	0
YGR262C	YJR091C	YGR262C_YJR091C	1	0
YDR010C	YLR345W	YDR010C_YLR345W	1	0
YGL122C	YLR263W	YGL122C_YLR263W	1	0
YBL093C	YDL132W	YBL093C_YDL132W	1	0
YDR427W	YKR099W	YDR427W_YKR099W	1	0
YER180C	YJL070C	YER180C_YJL070C	1	0
YEL037C	YGR087C	YEL037C_YGR087C	1	0
YDL140C	YKL056C	YDL140C_YKL056C	1	0
YER013W	YMR240C	YER013W_YMR240C	1	0
YLR347C	YLR433C	YLR347C_YLR433C	1	0
YGL222C	YNL091W	YGL222C_YNL091W	1	0
YGL181W	YPR160W	YGL181W_YPR160W	1	0
YGR211W	YPR165W	YGR211W_YPR165W	1	0
YGR154C	YLL019C	YGR154C_YLL019C	1	0
YHR107C	YOR319W	YHR107C_YOR319W	1	0
YBR205W	YJR115W	YBR205W_YJR115W	1	0
YGR188C	YLL004W	YGR188C_YLL004W	1	0
YDR478W	YJR091C	YDR478W_YJR091C	1	0
YFR030W	YML099C	YFR030W_YML099C	1	0
YGR026W	YJR022W	YGR026W_YJR022W	1	0
YIL154C	YPL174C	YIL154C_YPL174C	1	0
YDR285W	YPL105C	YDR285W_YPL105C	1	0
YER027C	YKR023W	YER027C_YKR023W	1	0
YOR180C	YOR207C	YOR180C_YOR207C	1	0
YDR528W	YLR421C	YDR528W_YLR421C	1	0
YFL008W	YLR295C	YFL008W_YLR295C	1	0
YBR018C	YOR187W	YBR018C_YOR187W	1	0
YER095W	YNL273W	YER095W_YNL273W	1	0
YJL176C	YOR225W	YJL176C_YOR225W	1	0
YHR024C	YJL143W	YHR024C_YJL143W	1	0
YGR229C	YPL204W	YGR229C_YPL204W	1	0
YKL025C	YNR006W	YKL025C_YNR006W	1	0
YHR140W	YOR080W	YHR140W_YOR080W	1	0
YEL009C	YMR047C	YEL009C_YMR047C	1	0
YLR453C	YPL271W	YLR453C_YPL271W	1	0
YBR060C	YBR109C	YBR060C_YBR109C	1	0
YJR091C	YOL131W	YJR091C_YOL131W	1	0
YBR103W	YMR047C	YBR103W_YMR047C	1	0
YHL007C	YOL004W	YHL007C_YOL004W	1	0
YDR388W	YJL102W	YDR388W_YJL102W	1	0
YAR014C	YPR040W	YAR014C_YPR040W	1	0
YBR102C	YGR134W	YBR102C_YGR134W	1	0
YFL039C	YFL040W	YFL039C_YFL040W	1	0
YBL026W	YDL042C	YBL026W_YDL042C	1	0
YFR037C	YLR288C	YFR037C_YLR288C	1	0
