id1	id2	tag	tag_counts	selfpairs
YDR357C	YPR113W	YDR357C_YPR113W	1	0
YDR386W	YMR139W	YDR386W_YMR139W	1	0
YMR294W	YNL055C	YMR294W_YNL055C	1	0
YOL090W	YOR232W	YOL090W_YOR232W	1	0
YLR116W	YPL093W	YLR116W_YPL093W	1	0
YNL213C	YPL031C	YNL213C_YPL031C	1	0
YKL028W	YPR156C	YKL028W_YPR156C	1	0
YDR456W	YLR295C	YDR456W_YLR295C	1	0
YEL017W	YML109W	YEL017W_YML109W	1	0
YDL074C	YGL086W	YDL074C_YGL086W	1	0
YJL173C	YNL285W	YJL173C_YNL285W	1	0
YBR270C	YOR076C	YBR270C_YOR076C	1	0
YFR002W	YPR110C	YFR002W_YPR110C	1	0
YBR149W	YNL031C	YBR149W_YNL031C	1	0
YMR236W	YMR263W	YMR236W_YMR263W	1	0
YLR166C	YML056C	YLR166C_YML056C	1	0
YJR080C	YOR299W	YJR080C_YOR299W	1	0
YGL127C	YKL025C	YGL127C_YKL025C	1	0
YBR253W	YML064C	YBR253W_YML064C	1	0
YNL329C	YPR086W	YNL329C_YPR086W	1	0
YBR044C	YNL206C	YBR044C_YNL206C	1	0
YJL020C	YJR091C	YJL020C_YJR091C	1	0
YIL035C	YML038C	YIL035C_YML038C	1	0
YLR275W	YNR058W	YLR275W_YNR058W	1	0
YGL112C	YJL128C	YGL112C_YJL128C	1	0
YBL016W	YKR014C	YBL016W_YKR014C	1	0
YPL192C	YPR165W	YPL192C_YPR165W	1	0
YJL140W	YOL108C	YJL140W_YOL108C	1	0
YGR135W	YHR049W	YGR135W_YHR049W	1	0
YER155C	YNL250W	YER155C_YNL250W	1	0
YIL147C	YLR354C	YIL147C_YLR354C	1	0
YLR454W	YOR285W	YLR454W_YOR285W	1	0
YGR262C	YPR086W	YGR262C_YPR086W	1	0
YDR176W	YEL034W	YDR176W_YEL034W	1	0
YJL140W	YML038C	YJL140W_YML038C	1	0
YDR141C	YJL074C	YDR141C_YJL074C	1	0
YEL051W	YOR017W	YEL051W_YOR017W	1	0
YML079W	YNL016W	YML079W_YNL016W	1	0
YDL043C	YDR268W	YDL043C_YDR268W	1	0
YBR055C	YNR005C	YBR055C_YNR005C	1	0
YGR172C	YNL266W	YGR172C_YNL266W	1	0
YOR140W	YPL115C	YOR140W_YPL115C	1	0
YDR071C	YOR207C	YDR071C_YOR207C	1	0
YDR224C	YNL202W	YDR224C_YNL202W	1	0
YBR088C	YLR078C	YBR088C_YLR078C	1	0
YGL157W	YKL042W	YGL157W_YKL042W	1	0
YGL181W	YMR255W	YGL181W_YMR255W	1	0
YLR273C	YML012W	YLR273C_YML012W	1	0
YCR002C	YFL039C	YCR002C_YFL039C	1	0
YDR217C	YPL043W	YDR217C_YPL043W	1	0
YEL056W	YGL127C	YEL056W_YGL127C	1	0
YGL181W	YJR091C	YGL181W_YJR091C	1	0
YDR077W	YOR035C	YDR077W_YOR035C	1	0
YLL024C	YOR257W	YLL024C_YOR257W	1	0
YFR007W	YLR384C	YFR007W_YLR384C	1	0
YGR126W	YLR229C	YGR126W_YLR229C	1	0
YDR100W	YPL070W	YDR100W_YPL070W	1	0
YBR068C	YDL074C	YBR068C_YDL074C	1	0
YJL014W	YLR447C	YJL014W_YLR447C	1	0
YDL153C	YPL161C	YDL153C_YPL161C	1	0
YMR048W	YMR165C	YMR048W_YMR165C	1	0
YNL103W	YNL194C	YNL103W_YNL194C	1	0
YIL162W	YMR124W	YIL162W_YMR124W	1	0
YAL005C	YBR217W	YAL005C_YBR217W	1	0
YER125W	YER178W	YER125W_YER178W	1	0
YDR218C	YDR484W	YDR218C_YDR484W	1	0
YBR145W	YER165W	YBR145W_YER165W	1	0
YDL130W	YNR017W	YDL130W_YNR017W	1	0
YDR007W	YPL070W	YDR007W_YPL070W	1	0
YBR272C	YLR127C	YBR272C_YLR127C	1	0
YLR215C	YPR159W	YLR215C_YPR159W	1	0
YDL029W	YJR091C	YDL029W_YJR091C	1	0
YLR124W	YML038C	YLR124W_YML038C	1	0
YKR059W	YOL139C	YKR059W_YOL139C	1	0
YDL047W	YLR288C	YDL047W_YLR288C	1	0
YCL026C-A	YGR179C	YCL026C-A_YGR179C	1	0
YIL061C	YPL205C	YIL061C_YPL205C	1	0
YDL241W	YER021W	YDL241W_YER021W	1	0
YGL172W	YHR023W	YGL172W_YHR023W	1	0
YDR167W	YJR083C	YDR167W_YJR083C	1	0
YMR049C	YOR047C	YMR049C_YOR047C	1	0
YKL081W	YNL250W	YKL081W_YNL250W	1	0
YDR173C	YDR488C	YDR173C_YDR488C	1	0
YPL131W	YPR119W	YPL131W_YPR119W	1	0
YIL075C	YOR085W	YIL075C_YOR085W	1	0
YOR155C	YPR017C	YOR155C_YPR017C	1	0
YPL022W	YPL066W	YPL022W_YPL066W	1	0
YMR141C	YOR098C	YMR141C_YOR098C	1	0
YBL050W	YBR231C	YBL050W_YBR231C	1	0
YIL159W	YOR264W	YIL159W_YOR264W	1	0
YGL130W	YMR052W	YGL130W_YMR052W	1	0
YBR093C	YDR180W	YBR093C_YDR180W	1	0
YGR086C	YMR293C	YGR086C_YMR293C	1	0
YDR122W	YDR469W	YDR122W_YDR469W	1	0
YBR055C	YPR040W	YBR055C_YPR040W	1	0
YOR061W	YPL204W	YOR061W_YPL204W	1	0
YDR361C	YJR134C	YDR361C_YJR134C	1	0
YCL032W	YLR310C	YCL032W_YLR310C	1	0
YLR310C	YPL204W	YLR310C_YPL204W	1	0
YDR477W	YJR091C	YDR477W_YJR091C	1	0
YJR045C	YOR197W	YJR045C_YOR197W	1	0
YEL002C	YMR049C	YEL002C_YMR049C	1	0
YDR318W	YGL127C	YDR318W_YGL127C	1	0
YGL236C	YKL019W	YGL236C_YKL019W	1	0
YKL181W	YPR011C	YKL181W_YPR011C	1	0
YDL153C	YOL151W	YDL153C_YOL151W	1	0
YBL071C	YGR060W	YBL071C_YGR060W	1	0
YIL160C	YPL013C	YIL160C_YPL013C	1	0
YBR154C	YIL046W	YBR154C_YIL046W	1	0
YBR101C	YJR091C	YBR101C_YJR091C	1	0
YGL212W	YHR143W-A	YGL212W_YHR143W-A	1	0
YBL039C	YHR122W	YBL039C_YHR122W	1	0
YER178W	YPR110C	YER178W_YPR110C	1	0
YMR206W	YOR327C	YMR206W_YOR327C	1	0
YER133W	YFL039C	YER133W_YFL039C	1	0
YCR021C	YML007W	YCR021C_YML007W	1	0
YDL029W	YOR076C	YDL029W_YOR076C	1	0
YKL166C	YKR046C	YKL166C_YKR046C	1	0
YLR070C	YNR037C	YLR070C_YNR037C	1	0
YDR013W	YGR074W	YDR013W_YGR074W	1	0
YLR453C	YOL105C	YLR453C_YOL105C	1	0
YDR363W	YER172C	YDR363W_YER172C	1	0
YAL047C	YDL123W	YAL047C_YDL123W	1	0
YBR201W	YMR047C	YBR201W_YMR047C	1	0
YDR489W	YPR154W	YDR489W_YPR154W	1	0
YHR114W	YKL068W	YHR114W_YKL068W	1	0
YKL210W	YPL026C	YKL210W_YPL026C	1	0
YBL016W	YMR025W	YBL016W_YMR025W	1	0
YDR279W	YGL207W	YDR279W_YGL207W	1	0
YLR347C	YPL204W	YLR347C_YPL204W	1	0
YDR171W	YLR447C	YDR171W_YLR447C	1	0
YDL096C	YDR510W	YDL096C_YDR510W	1	0
YDL017W	YOR264W	YDL017W_YOR264W	1	0
YAR007C	YKR054C	YAR007C_YKR054C	1	0
YBR289W	YJR083C	YBR289W_YJR083C	1	0
YIL118W	YOR008C	YIL118W_YOR008C	1	0
YBL035C	YDL159W	YBL035C_YDL159W	1	0
YBR123C	YJR091C	YBR123C_YJR091C	1	0
YDR155C	YLR295C	YDR155C_YLR295C	1	0
YDR172W	YKL130C	YDR172W_YKL130C	1	0
YLR086W	YPL204W	YLR086W_YPL204W	1	0
YJR099W	YML109W	YJR099W_YML109W	1	0
YDR427W	YPL031C	YDR427W_YPL031C	1	0
YMR047C	YOR258W	YMR047C_YOR258W	1	0
YCR087C-A	YNR032W	YCR087C-A_YNR032W	1	0
YLL046C	YPR023C	YLL046C_YPR023C	1	0
YNL189W	YOR207C	YNL189W_YOR207C	1	0
YLR026C	YPR111W	YLR026C_YPR111W	1	0
YBR280C	YDR453C	YBR280C_YDR453C	1	0
YCR094W	YGL172W	YCR094W_YGL172W	1	0
YBL086C	YIL126W	YBL086C_YIL126W	1	0
YGR040W	YOL045W	YGR040W_YOL045W	1	0
YDR395W	YJR091C	YDR395W_YJR091C	1	0
YDR395W	YPL095C	YDR395W_YPL095C	1	0
YDR110W	YIR017C	YDR110W_YIR017C	1	0
YER082C	YNL176C	YER082C_YNL176C	1	0
YKL011C	YPR017C	YKL011C_YPR017C	1	0
YIL115C	YOR080W	YIL115C_YOR080W	1	0
YOR098C	YOR185C	YOR098C_YOR185C	1	0
YBR109C	YHR033W	YBR109C_YHR033W	1	0
YBL050W	YBR246W	YBL050W_YBR246W	1	0
YAL018C	YPR046W	YAL018C_YPR046W	1	0
YDL059C	YPR169W	YDL059C_YPR169W	1	0
YDR529C	YKL216W	YDR529C_YKL216W	1	0
YLR197W	YNL030W	YLR197W_YNL030W	1	0
YDR002W	YHR114W	YDR002W_YHR114W	1	0
YGL105W	YNL023C	YGL105W_YNL023C	1	0
YGR141W	YPL205C	YGR141W_YPL205C	1	0
YBL008W	YHR084W	YBL008W_YHR084W	1	0
YNL147W	YPL262W	YNL147W_YPL262W	1	0
YLR441C	YOR114W	YLR441C_YOR114W	1	0
YGL127C	YIR038C	YGL127C_YIR038C	1	0
YNL078W	YPR076W	YNL078W_YPR076W	1	0
YAL033W	YLR021W	YAL033W_YLR021W	1	0
YGR049W	YOR053W	YGR049W_YOR053W	1	0
YDR214W	YPL026C	YDR214W_YPL026C	1	0
YLR441C	YMR067C	YLR441C_YMR067C	1	0
YLL026W	YMR077C	YLL026W_YMR077C	1	0
YEL023C	YNL106C	YEL023C_YNL106C	1	0
YJR050W	YKR034W	YJR050W_YKR034W	1	0
YGR245C	YJL013C	YGR245C_YJL013C	1	0
YGL249W	YNL311C	YGL249W_YNL311C	1	0
YNL189W	YNL272C	YNL189W_YNL272C	1	0
YIL128W	YPR110C	YIL128W_YPR110C	1	0
YAL002W	YNR051C	YAL002W_YNR051C	1	0
YOR299W	YPR033C	YOR299W_YPR033C	1	0
YJR121W	YKR069W	YJR121W_YKR069W	1	0
YBR101C	YFR028C	YBR101C_YFR028C	1	0
YKL113C	YPL001W	YKL113C_YPL001W	1	0
YDR155C	YDR228C	YDR155C_YDR228C	1	0
YER146W	YML064C	YER146W_YML064C	1	0
YER136W	YIL150C	YER136W_YIL150C	1	0
YDL235C	YDR075W	YDL235C_YDR075W	1	0
YDR340W	YPR154W	YDR340W_YPR154W	1	0
YLR447C	YMR065W	YLR447C_YMR065W	1	0
YDR176W	YPL220W	YDR176W_YPL220W	1	0
YBL023C	YOR085W	YBL023C_YOR085W	1	0
YDL101C	YNR028W	YDL101C_YNR028W	1	0
YBL050W	YMR240C	YBL050W_YMR240C	1	0
YCR081W	YNL092W	YCR081W_YNL092W	1	0
YIL131C	YNL201C	YIL131C_YNL201C	1	0
YCL027W	YGR040W	YCL027W_YGR040W	1	0
YGR262C	YNL098C	YGR262C_YNL098C	1	0
YGR232W	YOR005C	YGR232W_YOR005C	1	0
YGR010W	YPL085W	YGR010W_YPL085W	1	0
YHL017W	YMR105C	YHL017W_YMR105C	1	0
YGL112C	YNL189W	YGL112C_YNL189W	1	0
YGL181W	YML109W	YGL181W_YML109W	1	0
YDR309C	YER051W	YDR309C_YER051W	1	0
YDR167W	YGR234W	YDR167W_YGR234W	1	0
YCL055W	YOL082W	YCL055W_YOL082W	1	0
YBL026W	YGR047C	YBL026W_YGR047C	1	0
YML064C	YMR054W	YML064C_YMR054W	1	0
YLL047W	YOR210W	YLL047W_YOR210W	1	0
YJR091C	YOR246C	YJR091C_YOR246C	1	0
YJL141C	YKL068W	YJL141C_YKL068W	1	0
YCR060W	YDR386W	YCR060W_YDR386W	1	0
YGR083C	YOR220W	YGR083C_YOR220W	1	0
YCL032W	YIL156W	YCL032W_YIL156W	1	0
YML105C	YPL001W	YML105C_YPL001W	1	0
YDR309C	YLR074C	YDR309C_YLR074C	1	0
YHR114W	YLR291C	YHR114W_YLR291C	1	0
YKL002W	YOL078W	YKL002W_YOL078W	1	0
YDL108W	YNL127W	YDL108W_YNL127W	1	0
YGR136W	YLL013C	YGR136W_YLL013C	1	0
YDR099W	YJR064W	YDR099W_YJR064W	1	0
YER173W	YPL266W	YER173W_YPL266W	1	0
YJL157C	YMR296C	YJL157C_YMR296C	1	0
YDR329C	YNL308C	YDR329C_YNL308C	1	0
YAL011W	YNL097C	YAL011W_YNL097C	1	0
YBR284W	YDR255C	YBR284W_YDR255C	1	0
YDR263C	YNL086W	YDR263C_YNL086W	1	0
YGL070C	YLR216C	YGL070C_YLR216C	1	0
YKL085W	YLR325C	YKL085W_YLR325C	1	0
YJR091C	YKR101W	YJR091C_YKR101W	1	0
YDR152W	YOL069W	YDR152W_YOL069W	1	0
YKL130C	YPR086W	YKL130C_YPR086W	1	0
YBL085W	YJL053W	YBL085W_YJL053W	1	0
YJR066W	YPL228W	YJR066W_YPL228W	1	0
YKL042W	YML055W	YKL042W_YML055W	1	0
YJL137C	YOR078W	YJL137C_YOR078W	1	0
YLR121C	YML095C	YLR121C_YML095C	1	0
YDR328C	YJL124C	YDR328C_YJL124C	1	0
YHR129C	YMR088C	YHR129C_YMR088C	1	0
YER049W	YJR042W	YER049W_YJR042W	1	0
YGR129W	YIL128W	YGR129W_YIL128W	1	0
YLR353W	YPL174C	YLR353W_YPL174C	1	0
YGR238C	YPL115C	YGR238C_YPL115C	1	0
YMR116C	YPR141C	YMR116C_YPR141C	1	0
YER081W	YOR176W	YER081W_YOR176W	1	0
YJR068W	YLR312C	YJR068W_YLR312C	1	0
YGR053C	YJL124C	YGR053C_YJL124C	1	0
YLR291C	YMR055C	YLR291C_YMR055C	1	0
YDL092W	YPL140C	YDL092W_YPL140C	1	0
YAL036C	YAR002W	YAL036C_YAR002W	1	0
YBR094W	YJR091C	YBR094W_YJR091C	1	0
YDR087C	YML123C	YDR087C_YML123C	1	0
YNR069C	YOL088C	YNR069C_YOL088C	1	0
YBR017C	YMR001C	YBR017C_YMR001C	1	0
YER032W	YJL115W	YER032W_YJL115W	1	0
YLR172C	YMR117C	YLR172C_YMR117C	1	0
YIL008W	YJL117W	YIL008W_YJL117W	1	0
YJR091C	YPR154W	YJR091C_YPR154W	1	0
YIL035C	YPL255W	YIL035C_YPL255W	1	0
YLR281C	YPL204W	YLR281C_YPL204W	1	0
YDL029W	YMR049C	YDL029W_YMR049C	1	0
YKL085W	YLR417W	YKL085W_YLR417W	1	0
YNL260C	YPR120C	YNL260C_YPR120C	1	0
YER146W	YGL127C	YER146W_YGL127C	1	0
YJL098W	YMR304W	YJL098W_YMR304W	1	0
YEL013W	YER161C	YEL013W_YER161C	1	0
YCR093W	YOR315W	YCR093W_YOR315W	1	0
YDR016C	YGR003W	YDR016C_YGR003W	1	0
YBL078C	YGL019W	YBL078C_YGL019W	1	0
YER143W	YPR113W	YER143W_YPR113W	1	0
YER133W	YMR173W	YER133W_YMR173W	1	0
YDR216W	YIL061C	YDR216W_YIL061C	1	0
YGL181W	YLR456W	YGL181W_YLR456W	1	0
YDR167W	YOR329C	YDR167W_YOR329C	1	0
YDL159W	YOR269W	YDL159W_YOR269W	1	0
YJL128C	YNL106C	YJL128C_YNL106C	1	0
YER147C	YPL242C	YER147C_YPL242C	1	0
YDR030C	YOL015W	YDR030C_YOL015W	1	0
YAL041W	YGR092W	YAL041W_YGR092W	1	0
YHR011W	YJR091C	YHR011W_YJR091C	1	0
YDR215C	YGR276C	YDR215C_YGR276C	1	0
YBR277C	YLR373C	YBR277C_YLR373C	1	0
YFL008W	YJL141C	YFL008W_YJL141C	1	0
YIL024C	YNL110C	YIL024C_YNL110C	1	0
YBR055C	YIL021W	YBR055C_YIL021W	1	0
YGR045C	YLR328W	YGR045C_YLR328W	1	0
YFR015C	YOR023C	YFR015C_YOR023C	1	0
YBR045C	YBR217W	YBR045C_YBR217W	1	0
YDL153C	YHR066W	YDL153C_YHR066W	1	0
YDR408C	YLR310C	YDR408C_YLR310C	1	0
YBR059C	YDL188C	YBR059C_YDL188C	1	0
YAL051W	YHR114W	YAL051W_YHR114W	1	0
YJR091C	YOR080W	YJR091C_YOR080W	1	0
YDL029W	YIL060W	YDL029W_YIL060W	1	0
YER171W	YPL028W	YER171W_YPL028W	1	0
YJR082C	YPL111W	YJR082C_YPL111W	1	0
YDR441C	YPL204W	YDR441C_YPL204W	1	0
YLR119W	YMR116C	YLR119W_YMR116C	1	0
YGL127C	YLR347C	YGL127C_YLR347C	1	0
YDL193W	YLR395C	YDL193W_YLR395C	1	0
YHR206W	YPL259C	YHR206W_YPL259C	1	0
YIR039C	YKL135C	YIR039C_YKL135C	1	0
YBL026W	YDL042C	YBL026W_YDL042C	1	0
YKL139W	YOR362C	YKL139W_YOR362C	1	0
YJR035W	YOR273C	YJR035W_YOR273C	1	0
YFL018C	YJR066W	YFL018C_YJR066W	1	0
YDL084W	YJR091C	YDL084W_YJR091C	1	0
YMR308C	YPR054W	YMR308C_YPR054W	1	0
YMR308C	YNL312W	YMR308C_YNL312W	1	0
YEL015W	YPR086W	YEL015W_YPR086W	1	0
YDR398W	YLR288C	YDR398W_YLR288C	1	0
YJR112W	YKL002W	YJR112W_YKL002W	1	0
YFR049W	YLR295C	YFR049W_YLR295C	1	0
YDL147W	YMR308C	YDL147W_YMR308C	1	0
YDL202W	YOR272W	YDL202W_YOR272W	1	0
YAL060W	YGR181W	YAL060W_YGR181W	1	0
YMR117C	YNL092W	YMR117C_YNL092W	1	0
YGR158C	YKL042W	YGR158C_YKL042W	1	0
YDR277C	YNL061W	YDR277C_YNL061W	1	0
YOR043W	YOR081C	YOR043W_YOR081C	1	0
YCL032W	YIL108W	YCL032W_YIL108W	1	0
YDL134C	YER022W	YDL134C_YER022W	1	0
YDL043C	YER172C	YDL043C_YER172C	1	0
YGR074W	YGR089W	YGR074W_YGR089W	1	0
YNL118C	YOR326W	YNL118C_YOR326W	1	0
YDR113C	YOR190W	YDR113C_YOR190W	1	0
YFR017C	YML036W	YFR017C_YML036W	1	0
YOL082W	YPR163C	YOL082W_YPR163C	1	0
YLR424W	YOL016C	YLR424W_YOL016C	1	0
YBR088C	YIR017C	YBR088C_YIR017C	1	0
YKR046C	YLR063W	YKR046C_YLR063W	1	0
YER146W	YMR048W	YER146W_YMR048W	1	0
YDL145C	YLR347C	YDL145C_YLR347C	1	0
YDR318W	YJR091C	YDR318W_YJR091C	1	0
YCR095C	YOR355W	YCR095C_YOR355W	1	0
YBR034C	YKL015W	YBR034C_YKL015W	1	0
YDR392W	YPL259C	YDR392W_YPL259C	1	0
YDR378C	YJL058C	YDR378C_YJL058C	1	0
YGR040W	YPR132W	YGR040W_YPR132W	1	0
YJR056C	YLR335W	YJR056C_YLR335W	1	0
YBL100C	YOR264W	YBL100C_YOR264W	1	0
YLR175W	YLR293C	YLR175W_YLR293C	1	0
YNL138W	YPL255W	YNL138W_YPL255W	1	0
YBL026W	YOR122C	YBL026W_YOR122C	1	0
YCR088W	YLR217W	YCR088W_YLR217W	1	0
YCL028W	YML001W	YCL028W_YML001W	1	0
YHR158C	YMR020W	YHR158C_YMR020W	1	0
YBR109C	YER022W	YBR109C_YER022W	1	0
YHL036W	YOR220W	YHL036W_YOR220W	1	0
YDR311W	YER027C	YDR311W_YER027C	1	0
YAR018C	YBR055C	YAR018C_YBR055C	1	0
YAL047C	YMR192W	YAL047C_YMR192W	1	0
YIR008C	YOR317W	YIR008C_YOR317W	1	0
YJR031C	YML032C	YJR031C_YML032C	1	0
YNR010W	YOR100C	YNR010W_YOR100C	1	0
YGL112C	YHR152W	YGL112C_YHR152W	1	0
YNL307C	YPR086W	YNL307C_YPR086W	1	0
YDL125C	YLR229C	YDL125C_YLR229C	1	0
YBL004W	YDL144C	YBL004W_YDL144C	1	0
YFL050C	YLR433C	YFL050C_YLR433C	1	0
YDR212W	YIL066C	YDR212W_YIL066C	1	0
YKR086W	YML065W	YKR086W_YML065W	1	0
YGL212W	YLR453C	YGL212W_YLR453C	1	0
YBL106C	YNL230C	YBL106C_YNL230C	1	0
YDL089W	YDL226C	YDL089W_YDL226C	1	0
YFL016C	YPR041W	YFL016C_YPR041W	1	0
YDL147W	YPR120C	YDL147W_YPR120C	1	0
YEL060C	YLR310C	YEL060C_YLR310C	1	0
YDR376W	YPL204W	YDR376W_YPL204W	1	0
YDL001W	YLR175W	YDL001W_YLR175W	1	0
YBR217W	YIL061C	YBR217W_YIL061C	1	0
YMR047C	YNL021W	YMR047C_YNL021W	1	0
YER044C	YJL061W	YER044C_YJL061W	1	0
YER082C	YPR111W	YER082C_YPR111W	1	0
YNL258C	YOR299W	YNL258C_YOR299W	1	0
YDL031W	YNL217W	YDL031W_YNL217W	1	0
YDR392W	YPL248C	YDR392W_YPL248C	1	0
YDL043C	YIR024C	YDL043C_YIR024C	1	0
YDR381W	YOR264W	YDR381W_YOR264W	1	0
YNL330C	YOL139C	YNL330C_YOL139C	1	0
YNL064C	YOR232W	YNL064C_YOR232W	1	0
YDR460W	YNL189W	YDR460W_YNL189W	1	0
YNL148C	YNL230C	YNL148C_YNL230C	1	0
YDR179C	YMR109W	YDR179C_YMR109W	1	0
YDR388W	YEL038W	YDR388W_YEL038W	1	0
YDL173W	YNL307C	YDL173W_YNL307C	1	0
YBR074W	YER052C	YBR074W_YER052C	1	0
YKR026C	YLR424W	YKR026C_YLR424W	1	0
YGL244W	YGR240C	YGL244W_YGR240C	1	0
YER172C	YGR040W	YER172C_YGR040W	1	0
YIL150C	YNL330C	YIL150C_YNL330C	1	0
YCR022C	YHR152W	YCR022C_YHR152W	1	0
YNL113W	YPR096C	YNL113W_YPR096C	1	0
YGL208W	YOR315W	YGL208W_YOR315W	1	0
YDR103W	YHR038W	YDR103W_YHR038W	1	0
YJR091C	YOL120C	YJR091C_YOL120C	1	0
YGR010W	YMR233W	YGR010W_YMR233W	1	0
YBL002W	YML064C	YBL002W_YML064C	1	0
YHR114W	YPR181C	YHR114W_YPR181C	1	0
YBR055C	YIL004C	YBR055C_YIL004C	1	0
YLL050C	YOR086C	YLL050C_YOR086C	1	0
YOR085W	YOR197W	YOR085W_YOR197W	1	0
YLR424W	YPR110C	YLR424W_YPR110C	1	0
YBR200W	YDR034C	YBR200W_YDR034C	1	0
YBL092W	YLR067C	YBL092W_YLR067C	1	0
YBR254C	YOR191W	YBR254C_YOR191W	1	0
YBR017C	YER045C	YBR017C_YER045C	1	0
YLR447C	YML082W	YLR447C_YML082W	1	0
YGR064W	YNL041C	YGR064W_YNL041C	1	0
YER143W	YIL156W	YER143W_YIL156W	1	0
YGR262C	YIL061C	YGR262C_YIL061C	1	0
YDR214W	YOR047C	YDR214W_YOR047C	1	0
YDL211C	YGL026C	YDL211C_YGL026C	1	0
YGR142W	YPL153C	YGR142W_YPL153C	1	0
YFL033C	YNR058W	YFL033C_YNR058W	1	0
YDL134C	YFR030W	YDL134C_YFR030W	1	0
YCR005C	YDR188W	YCR005C_YDR188W	1	0
YGR017W	YHR085W	YGR017W_YHR085W	1	0
YBR135W	YEL072W	YBR135W_YEL072W	1	0
YJL030W	YOL123W	YJL030W_YOL123W	1	0
YBL085W	YMR069W	YBL085W_YMR069W	1	0
YDL154W	YGR040W	YDL154W_YGR040W	1	0
YAR019C	YGL010W	YAR019C_YGL010W	1	0
YIR017C	YNL189W	YIR017C_YNL189W	1	0
YER079W	YIR008C	YER079W_YIR008C	1	0
YDR510W	YKL025C	YDR510W_YKL025C	1	0
YLR295C	YMR263W	YLR295C_YMR263W	1	0
YML028W	YMR001C	YML028W_YMR001C	1	0
YBR260C	YDR190C	YBR260C_YDR190C	1	0
YLR295C	YPR188C	YLR295C_YPR188C	1	0
YCR045C	YIL152W	YCR045C_YIL152W	1	0
YDR129C	YMR139W	YDR129C_YMR139W	1	0
YGR250C	YOL002C	YGR250C_YOL002C	1	0
YBR217W	YDL043C	YBR217W_YDL043C	1	0
YDR225W	YDR346C	YDR225W_YDR346C	1	0
YDR034C	YOR076C	YDR034C_YOR076C	1	0
YGR040W	YPL115C	YGR040W_YPL115C	1	0
YIL092W	YNL139C	YIL092W_YNL139C	1	0
YGL212W	YJL072C	YGL212W_YJL072C	1	0
YBR114W	YEL046C	YBR114W_YEL046C	1	0
YGL153W	YLR447C	YGL153W_YLR447C	1	0
YJR045C	YMR186W	YJR045C_YMR186W	1	0
YBR061C	YLR083C	YBR061C_YLR083C	1	0
YIL126W	YPL259C	YIL126W_YPL259C	1	0
YDR100W	YLR051C	YDR100W_YLR051C	1	0
YBR193C	YJR127C	YBR193C_YJR127C	1	0
YER025W	YLR192C	YER025W_YLR192C	1	0
YMR145C	YPR188C	YMR145C_YPR188C	1	0
YKL103C	YMR267W	YKL103C_YMR267W	1	0
YBR109C	YPR048W	YBR109C_YPR048W	1	0
YBR120C	YGL181W	YBR120C_YGL181W	1	0
YDR295C	YFR052W	YDR295C_YFR052W	1	0
YCL027W	YNL196C	YCL027W_YNL196C	1	0
YIL025C	YPR046W	YIL025C_YPR046W	1	0
YBL085W	YMR022W	YBL085W_YMR022W	1	0
YCL011C	YNL092W	YCL011C_YNL092W	1	0
YKL130C	YMR303C	YKL130C_YMR303C	1	0
